t_s,mem_util_pct,gpu_util_pct,bandwidth_gbps,phase
0.0039466110029025,2,20,14.37,util_25
0.02485560000059195,2,20,14.37,util_25
0.045829690992832184,2,20,14.37,util_25
0.06659107599989511,2,20,14.37,util_25
0.08832268799596932,2,20,14.37,util_25
0.1102301049977541,2,20,14.37,util_25
0.13193031700211577,18,16,129.37,util_25
0.15275740298966412,18,16,129.37,util_25
0.1745260169991525,18,16,129.37,util_25
0.19628122900030576,18,16,129.37,util_25
0.21820034699339885,18,16,129.37,util_25
0.23983365599997342,18,16,129.37,util_25
0.26167727199208457,18,16,129.37,util_25
0.2829850720008835,18,16,129.37,util_25
0.3041559679986676,18,16,129.37,util_25
0.33119563000218477,22,19,158.11,util_25
0.35193791399069596,22,19,158.11,util_25
0.37262709699280094,22,19,158.11,util_25
0.3932882789958967,22,19,158.11,util_25
0.4141431659954833,22,19,158.11,util_25
0.43498555399128236,22,19,158.11,util_25
0.45573523799248505,22,19,158.11,util_25
0.47661702599725686,22,19,158.11,util_25
0.49757181700260844,22,19,158.11,util_25
0.518436603990267,22,19,158.11,util_25
0.5392900919978274,22,21,158.11,util_25
0.560977102999459,22,21,158.11,util_25
0.5830128230008995,22,21,158.11,util_25
0.6050783449900337,22,21,158.11,util_25
0.6269464609940769,22,21,158.11,util_25
0.6477345469902502,22,21,158.11,util_25
0.6685075319983298,22,21,158.11,util_25
0.6893133179983124,22,21,158.11,util_25
0.7100325009960216,22,21,158.11,util_25
0.7307150839915266,22,20,158.11,util_25
0.7514799689961364,22,20,158.11,util_25
0.7732290819985792,22,20,158.11,util_25
0.7948665909934789,22,20,158.11,util_25
0.8168100089969812,22,20,158.11,util_25
0.8376522960024886,22,20,158.11,util_25
0.8584460819984088,22,20,158.11,util_25
0.8793013749964302,22,20,158.11,util_25
0.9002384819905274,22,20,158.11,util_25
0.9218539080029586,22,20,158.11,util_25
0.9439520479936618,23,24,165.30,util_25
0.9660279879899463,23,24,165.30,util_25
0.9881376289995387,23,24,165.30,util_25
1.009060034994036,23,24,165.30,util_25
1.0299259399907896,23,24,165.30,util_25
1.050807644991437,23,24,165.30,util_25
1.0715253450034652,23,24,165.30,util_25
1.0931799730024068,23,24,165.30,util_25
1.1149297029915033,23,24,165.30,util_25
1.1357604060031008,23,24,165.30,util_25
1.157411434003734,23,24,165.30,util_25
1.1789599579933565,23,24,165.30,util_25
1.2006579869921552,23,24,165.30,util_25
1.222621123000863,23,24,165.30,util_25
1.2441084460006095,23,24,165.30,util_25
1.2650604529917473,23,24,165.30,util_25
1.2858686559920898,23,24,165.30,util_25
1.3067687619914068,23,24,165.30,util_25
1.3276029650005512,22,21,158.11,util_25
1.3484954710002057,22,21,158.11,util_25
1.3691001679981127,22,21,158.11,util_25
1.3898293689999264,22,21,158.11,util_25
1.410588769998867,22,21,158.11,util_25
1.4313571719976608,22,21,158.11,util_25
1.452193475997774,22,21,158.11,util_25
1.4729193759994814,22,21,158.11,util_25
1.493805481994059,22,21,158.11,util_25
1.5145639830006985,22,21,158.11,util_25
1.5362072099960642,22,22,158.11,util_25
1.5578829379956005,22,22,158.11,util_25
1.5797960729978513,22,22,158.11,util_25
1.6012079939973773,22,22,158.11,util_25
1.622790018998785,22,22,158.11,util_25
1.6444912479928462,22,22,158.11,util_25
1.6656947619921993,22,22,158.11,util_25
1.6864616639941232,22,22,158.11,util_25
1.7073582699958934,22,22,158.11,util_25
1.7281102709966945,23,22,165.30,util_25
1.7488194710022071,23,22,165.30,util_25
1.7699073819967452,23,22,165.30,util_25
1.791604111000197,23,22,165.30,util_25
1.813299139001174,23,22,165.30,util_25
1.8341889449948212,23,22,165.30,util_25
1.8550988509960007,23,22,165.30,util_25
1.8759957589936676,23,22,165.30,util_25
1.8968861820030725,23,22,165.30,util_25
1.9177343030023621,23,22,165.30,util_25
1.9385881240013987,21,18,150.93,util_25
1.9593493419961305,21,18,150.93,util_25
1.9800840590032749,21,18,150.93,util_25
2.000786575998063,21,18,150.93,util_25
2.0229903369909152,21,18,150.93,util_25
2.044184067999595,21,18,150.93,util_25
2.065414800992585,21,18,150.93,util_25
2.0861438179999823,21,18,150.93,util_25
2.1070653409988154,21,18,150.93,util_25
2.1289677930035396,21,20,150.93,util_25
2.1497547119943192,21,20,150.93,util_25
2.1714876600017305,21,20,150.93,util_25
2.1931959060020745,21,20,150.93,util_25
2.214785848991596,21,20,150.93,util_25
2.236381991999224,21,20,150.93,util_25
2.2573228160035796,21,20,150.93,util_25
2.278963559991098,21,20,150.93,util_25
2.3005004019942135,21,20,150.93,util_25
2.322183048003353,21,20,150.93,util_25
2.343938395002624,22,19,158.11,util_25
2.3655494389968226,22,19,158.11,util_25
2.3870311789942207,22,19,158.11,util_25
2.407921100995736,22,19,158.11,util_25
2.4286747189908056,22,19,158.11,util_25
2.449451237989706,22,19,158.11,util_25
2.470482363991323,22,19,158.11,util_25
2.491197380993981,22,19,158.11,util_25
2.5118763969949214,22,19,158.11,util_25
2.533290634994046,22,20,158.11,util_25
2.554377262989874,22,20,158.11,util_25
2.575142481000512,22,20,158.11,util_25
2.5958621979953023,22,20,158.11,util_25
2.616666118003195,22,20,158.11,util_25
2.6375571399985347,22,20,158.11,util_25
2.6583240579930134,22,20,158.11,util_25
2.6790987769927597,22,20,158.11,util_25
2.699847794996458,22,20,158.11,util_25
2.720525110999006,22,20,158.11,util_25
2.7412178270024015,23,21,165.30,util_25
2.7621602509898366,23,21,165.30,util_25
2.7831900769961067,23,21,165.30,util_25
2.8043616069917334,23,21,165.30,util_25
2.825304630998289,23,21,165.30,util_25
2.8459970469994005,23,21,165.30,util_25
2.866806566991727,23,21,165.30,util_25
2.8876646979915677,23,21,165.30,util_25
2.9086097379913554,23,21,165.30,util_25
2.9293685729935532,22,20,158.11,util_25
2.950241211001412,22,20,158.11,util_25
2.9710600480029825,22,20,158.11,util_25
2.991887284995755,22,20,158.11,util_25
3.012827325001126,22,20,158.11,util_25
3.03396917200007,22,20,158.11,util_25
3.054804208994028,22,20,158.11,util_25
3.0756507469923235,22,20,158.11,util_25
3.09645088299294,22,20,158.11,util_25
3.1173355219943915,22,20,158.11,util_25
3.1380838559998665,22,20,158.11,util_25
3.1589067930035526,22,20,158.11,util_25
3.1797265299974242,22,20,158.11,util_25
3.200534666000749,22,20,158.11,util_25
3.2216190109902527,22,20,158.11,util_25
3.242856759999995,22,20,158.11,util_25
3.263993307002238,22,20,158.11,util_25
3.2851837549969787,22,20,158.11,util_25
3.306072594001307,22,20,158.11,util_25
3.3268185280030593,22,20,158.11,util_25
3.347657865000656,22,20,158.11,util_25
3.368651006996515,22,20,158.11,util_25
3.389282638003351,22,20,158.11,util_25
3.410024472992518,22,20,158.11,util_25
3.4307614069984993,22,20,158.11,util_25
3.451471840002341,22,20,158.11,util_25
3.472403280000435,22,20,158.11,util_25
3.493413422998856,22,20,158.11,util_25
3.514284860997577,22,20,158.11,util_25
3.535074097002507,22,20,158.11,util_25
3.555949635003344,22,20,158.11,util_25
3.5767750719969627,22,20,158.11,util_25
3.5976626109913923,22,20,158.11,util_25
3.61836974399921,22,20,158.11,util_25
3.6391268790030153,22,20,158.11,util_25
3.6599363159912173,22,20,158.11,util_25
3.6807855529914377,22,20,158.11,util_25
3.7017499939975096,22,20,158.11,util_25
3.725501720997272,22,21,158.11,util_25
3.7462567559996387,22,21,158.11,util_25
3.767004690002068,22,21,158.11,util_25
3.788608550996287,22,21,158.11,util_25
3.8094164869980887,22,21,158.11,util_25
3.830184922000626,22,21,158.11,util_25
3.851146462999168,22,21,158.11,util_25
3.8727624699968146,22,21,158.11,util_25
3.89440864099015,22,21,158.11,util_25
3.9161961100035114,22,21,158.11,util_25
3.937100688999635,22,22,158.11,util_25
3.957966567002586,22,22,158.11,util_25
3.978805046994239,22,22,158.11,util_25
3.9995429269911256,22,22,158.11,util_25
4.020323706994532,22,22,158.11,util_25
4.041514582000673,22,22,158.11,util_25
4.063334851001855,22,22,158.11,util_25
4.0845445259910775,22,22,158.11,util_25
4.105259905991261,22,22,158.11,util_25
4.126011785992887,21,21,150.93,util_25
4.146765465993667,21,21,150.93,util_25
4.167612445991836,21,21,150.93,util_25
4.188369026000146,21,21,150.93,util_25
4.209222304998548,21,21,150.93,util_25
4.230026983990683,21,21,150.93,util_25
4.250935061994824,21,21,150.93,util_25
4.271665142994607,21,21,150.93,util_25
4.292411923001055,21,21,150.93,util_25
4.313119503000053,21,21,150.93,util_25
4.333784784001182,21,21,150.93,util_25
4.354560563995619,21,21,150.93,util_25
4.375296343991067,21,21,150.93,util_25
4.39600782499474,21,21,150.93,util_25
4.4166630059917225,21,21,150.93,util_25
4.43741418600257,21,21,150.93,util_25
4.4581138670037035,21,21,150.93,util_25
4.478903545998037,21,21,150.93,util_25
4.4997287259902805,21,21,150.93,util_25
4.520580804994097,21,21,150.93,util_25
4.541677980989334,22,20,158.11,util_25
4.562913355999626,22,20,158.11,util_25
4.583944432990393,22,20,158.11,util_25
4.6061175979994005,22,20,158.11,util_25
4.627798667992465,22,20,158.11,util_25
4.648791446001269,22,20,158.11,util_25
4.669535326000187,22,20,158.11,util_25
4.690315706000547,22,20,158.11,util_25
4.71119368399377,22,20,158.11,util_25
4.7318923650018405,22,20,158.11,util_25
4.752751343999989,22,20,158.11,util_25
4.773705821993644,22,20,158.11,util_25
4.794464202001109,22,20,158.11,util_25
4.815467478998471,22,20,158.11,util_25
4.836098361003678,22,20,158.11,util_25
4.856767142002354,22,20,158.11,util_25
4.877426726001431,22,20,158.11,util_25
4.89884041598998,22,20,158.11,util_25
4.919704611995257,22,20,158.11,util_25
4.94045140799426,22,20,158.11,util_25
4.961517001996981,22,20,158.11,util_25
4.982634094994864,22,20,158.11,util_25
5.003673988991068,22,20,158.11,util_25
5.024658383001224,22,20,158.11,util_25
5.045477078994736,22,20,158.11,util_25
5.066253274999326,22,20,158.11,util_25
5.08698447200004,22,20,158.11,util_25
5.107886366997263,22,20,158.11,util_25
5.128636762994574,22,20,158.11,util_25
5.149360759998672,22,20,158.11,util_25
5.170157756001572,22,20,158.11,util_25
5.191147550998721,22,20,158.11,util_25
5.212016445992049,22,20,158.11,util_25
5.232778942998266,22,20,158.11,util_25
5.253707636991749,22,20,158.11,util_25
5.274324735000846,22,20,158.11,util_25
5.295136531000026,22,20,158.11,util_25
5.315933726989897,22,20,158.11,util_25
5.336700924002798,22,20,158.11,util_25
5.357399120999617,22,20,158.11,util_25
5.378205417000572,22,20,158.11,util_25
5.3999702029977925,22,20,158.11,util_25
5.4210510970006,22,20,158.11,util_25
5.442188989996794,22,20,158.11,util_25
5.463282482989598,22,20,158.11,util_25
5.484324076998746,22,20,158.11,util_25
5.50529057100357,22,20,158.11,util_25
5.52605946699623,22,20,158.11,util_25
5.546953962999396,22,20,158.11,util_25
5.567848658000003,22,20,158.11,util_25
5.588748552996549,22,20,158.11,util_25
5.609469149989309,22,20,158.11,util_25
5.630232445997535,22,20,158.11,util_25
5.651020541990874,22,20,158.11,util_25
5.672671330001322,22,20,158.11,util_25
5.694457315999898,22,20,158.11,util_25
5.7153817109938245,22,20,158.11,util_25
5.736180306994356,22,20,158.11,util_25
5.75689510400116,22,20,158.11,util_25
5.778590091998922,22,20,158.11,util_25
5.800242078999872,22,20,158.11,util_25
5.822194163993117,22,20,158.11,util_25
5.8442001479998,22,20,158.11,util_25
5.865112443003454,22,20,158.11,util_25
5.885890449993894,22,20,158.11,util_25
5.906750961992657,22,20,158.11,util_25
5.9274964749929495,22,20,158.11,util_25
5.9492309789930005,22,20,158.11,util_25
5.969992091995664,22,20,158.11,util_25
5.990851904003648,22,20,158.11,util_25
6.011608916989644,22,20,158.11,util_25
6.032367729989346,22,20,158.11,util_25
6.053216642001644,22,20,158.11,util_25
6.074054053999134,22,20,158.11,util_25
6.094946765995701,22,20,158.11,util_25
6.115793277989724,22,20,158.11,util_25
6.1374223829916446,22,19,158.11,util_25
6.159065788000589,22,19,158.11,util_25
6.1809799909970025,22,19,158.11,util_25
6.203070390998619,22,19,158.11,util_25
6.2249229949957225,22,19,158.11,util_25
6.246606298998813,22,19,158.11,util_25
6.268550701002823,22,19,158.11,util_25
6.290110906993505,22,19,158.11,util_25
6.311076618003426,22,19,158.11,util_25
6.331921229997533,21,19,150.93,util_25
6.352796141989529,21,19,150.93,util_25
6.374493046998396,21,19,150.93,util_25
6.396059851991595,21,19,150.93,util_25
6.4174565599969355,21,19,150.93,util_25
6.438123072992312,21,19,150.93,util_25
6.458813186996849,21,19,150.93,util_25
6.479581399995368,21,19,150.93,util_25
6.500575710000703,21,19,150.93,util_25
6.53011894399242,28,26,201.23,util_25
6.550976555998204,28,26,201.23,util_25
6.571754068994778,28,26,201.23,util_25
6.592501181992702,28,26,201.23,util_25
6.613329693995183,28,26,201.23,util_25
6.634105406992603,28,26,201.23,util_25
6.65496251899458,28,26,201.23,util_25
6.675804730999516,28,26,201.23,util_25
6.696421845990699,28,26,201.23,util_25
6.71831444799318,28,26,201.23,util_25
6.739261559996521,42,35,301.85,util_25
6.760153971001273,42,35,301.85,util_25
6.781245580990799,42,35,301.85,util_25
6.802329390993691,42,35,301.85,util_25
6.823464000990498,42,35,301.85,util_25
6.844254012990859,42,35,301.85,util_25
6.865029325999785,42,35,301.85,util_25
6.885768449996249,42,35,301.85,util_25
6.906540379000944,42,35,301.85,util_25
6.927365907991771,42,38,301.85,util_25
6.948178935999749,42,38,301.85,util_25
6.969043764998787,42,38,301.85,util_25
6.989921592990868,42,38,301.85,util_25
7.010733621995314,42,38,301.85,util_25
7.031491750996793,42,38,301.85,util_25
7.0523982790036825,42,38,301.85,util_25
7.074100300989812,42,38,301.85,util_25
7.094944229989778,42,38,301.85,util_25
7.1158100579923484,42,38,301.85,util_25
7.1366409869951895,43,37,309.04,util_25
7.157446415993036,43,37,309.04,util_25
7.178119845993933,43,37,309.04,util_25
7.198873175002518,43,37,309.04,util_25
7.219640604002052,43,37,309.04,util_25
7.240768730989657,43,37,309.04,util_25
7.262952948003658,43,37,309.04,util_25
7.284085873994627,43,37,309.04,util_25
7.304770603994257,43,37,309.04,util_25
7.325483533990337,43,37,309.04,util_25
7.34619436399953,43,37,309.04,util_25
7.367092991989921,43,37,309.04,util_25
7.388569214992458,43,37,309.04,util_25
7.409355244002654,43,37,309.04,util_25
7.43025707200286,43,37,309.04,util_25
7.451161699995282,43,37,309.04,util_25
7.47199982899474,43,37,309.04,util_25
7.492855757998768,43,37,309.04,util_25
7.514931575991795,43,37,309.04,util_25
7.536542497997289,43,38,309.04,util_25
7.557621624990134,43,38,309.04,util_25
7.578519552989746,43,38,309.04,util_25
7.599297681997996,43,38,309.04,util_25
7.620386908994988,43,38,309.04,util_25
7.64245112799108,43,38,309.04,util_25
7.664529845991638,43,38,309.04,util_25
7.685923669996555,43,38,309.04,util_25
7.707567691992153,43,38,309.04,util_25
7.728332920989487,41,37,294.66,util_25
7.749062450995552,41,37,294.66,util_25
7.770003978992463,41,37,294.66,util_25
7.790800007991493,41,37,294.66,util_25
7.811679335994995,41,37,294.66,util_25
7.8333118579903385,41,37,294.66,util_25
7.854961479999474,41,37,294.66,util_25
7.875745411991375,41,37,294.66,util_25
7.896618455997668,41,37,294.66,util_25
7.917827698998735,41,37,294.66,util_25
7.939549336995697,44,38,316.23,util_25
7.960895177995553,44,38,316.23,util_25
7.9821448199945735,44,38,316.23,util_25
8.00349196199386,44,38,316.23,util_25
8.024423105991445,44,38,316.23,util_25
8.046185843995772,44,38,316.23,util_25
8.06709028899786,44,38,316.23,util_25
8.087957433002884,44,38,316.23,util_25
8.108754978995421,44,38,316.23,util_25
8.131232610990992,41,35,294.66,util_25
8.152102655993076,41,35,294.66,util_25
8.172982500997023,41,35,294.66,util_25
8.193902744998923,41,35,294.66,util_25
8.214723890996538,41,35,294.66,util_25
8.235590434996993,41,35,294.66,util_25
8.256528479992994,41,35,294.66,util_25
8.278162718997919,41,35,294.66,util_25
8.298946463997709,41,35,294.66,util_25
8.320355404997827,41,35,294.66,util_25
8.34194444399327,41,36,294.66,util_25
8.363168586991378,41,36,294.66,util_25
8.384433927989448,41,36,294.66,util_25
8.40526597299322,41,36,294.66,util_25
8.426084619000903,41,36,294.66,util_25
8.446892863998073,41,36,294.66,util_25
8.467953006998869,41,36,294.66,util_25
8.488629254003172,41,36,294.66,util_25
8.509505298003205,41,36,294.66,util_25
8.53046014199208,42,38,301.85,util_25
8.551219487999333,42,38,301.85,util_25
8.572221031994559,42,38,301.85,util_25
8.59301607699308,42,38,301.85,util_25
8.61430641899642,42,38,301.85,util_25
8.635158463992411,42,38,301.85,util_25
8.656431105991942,42,38,301.85,util_25
8.677215350995539,42,38,301.85,util_25
8.698049295999226,42,38,301.85,util_25
8.718749741994543,42,38,301.85,util_25
8.739601686989772,43,38,309.04,util_25
8.760893728991505,43,38,309.04,util_25
8.782047171000158,43,38,309.04,util_25
8.803651611000532,43,38,309.04,util_25
8.824563354995917,43,38,309.04,util_25
8.845454399997834,43,38,309.04,util_25
8.866559143003542,43,38,309.04,util_25
8.88744829899224,43,38,309.04,util_25
8.908250160995522,43,38,309.04,util_25
8.928923822997604,42,39,301.85,util_25
8.949713284993777,42,39,301.85,util_25
8.97048274599365,42,39,301.85,util_25
8.991407206995063,42,39,301.85,util_25
9.012336567990133,42,39,301.85,util_25
9.033365527997375,42,39,301.85,util_25
9.054104290000396,42,39,301.85,util_25
9.074898352002492,42,39,301.85,util_25
9.095660313003464,42,39,301.85,util_25
9.116674074000912,42,39,301.85,util_25
9.137599433990545,43,39,309.04,util_25
9.158602137002163,43,39,309.04,util_25
9.179780653998023,43,39,309.04,util_25
9.201110674999654,43,39,309.04,util_25
9.22234129300341,43,39,309.04,util_25
9.24345270798949,43,39,309.04,util_25
9.264371616998687,43,39,309.04,util_25
9.285271525994176,43,39,309.04,util_25
9.306285237995326,43,39,309.04,util_25
9.331016658994486,43,41,309.04,util_25
9.35199226999248,43,41,309.04,util_25
9.372880377995898,43,41,309.04,util_25
9.39483391700196,43,41,309.04,util_25
9.416824757994618,43,41,309.04,util_25
9.437857469994924,43,41,309.04,util_25
9.458489170996472,43,41,309.04,util_25
9.479455982000218,43,41,309.04,util_25
9.50055779700051,43,41,309.04,util_25
9.530640072989627,43,40,309.04,util_25
9.551550681993831,43,40,309.04,util_25
9.57243508999818,43,40,309.04,util_25
9.59332019899739,43,40,309.04,util_25
9.614349310999387,43,40,309.04,util_25
9.635256119989208,43,40,309.04,util_25
9.656139728002017,43,40,309.04,util_25
9.676957435003715,43,40,309.04,util_25
9.697788641002262,43,40,309.04,util_25
9.719575376002467,43,40,309.04,util_25
9.741677519996301,43,38,309.04,util_25
9.762948139003129,43,38,309.04,util_25
9.784088654996594,43,38,309.04,util_25
9.804941661990597,43,38,309.04,util_25
9.825718767999206,43,38,309.04,util_25
9.846565275001922,43,38,309.04,util_25
9.867379980991245,43,38,309.04,util_25
9.888127097001416,43,38,309.04,util_25
9.908941519999644,43,38,309.04,util_25
9.929786442997283,42,37,301.85,util_25
9.950681467991672,42,37,301.85,util_25
9.971605393991922,42,37,301.85,util_25
9.992492217992549,42,37,301.85,util_25
10.013337942000362,42,37,301.85,gap
10.035046591001446,42,37,301.85,gap
10.056911344989203,42,37,301.85,gap
10.077828470995883,42,37,301.85,gap
10.09870879499067,42,37,301.85,gap
10.119990630992106,42,37,301.85,gap
10.141883985997993,19,18,136.55,gap
10.163337527992553,19,18,136.55,gap
10.184212252002908,19,18,136.55,gap
10.205143977989792,19,18,136.55,gap
10.226004401993123,19,18,136.55,gap
10.246932827998535,19,18,136.55,gap
10.268178162994445,19,18,136.55,gap
10.28992591399583,19,18,136.55,gap
10.311575860992889,19,18,136.55,gap
10.333243308996316,0,1,0.00,gap
10.354257336992305,0,1,0.00,gap
10.37531086699164,0,1,0.00,gap
10.396070187998703,0,1,0.00,gap
10.417144917999394,0,1,0.00,gap
10.438874867992126,0,1,0.00,gap
10.45992969800136,0,1,0.00,gap
10.481111330998829,0,1,0.00,gap
10.502236562999315,0,1,0.00,gap
10.524133218001225,4,5,28.75,util_50
10.54536395300238,4,5,28.75,util_50
10.56651848499314,4,5,28.75,util_50
10.587435911002103,4,5,28.75,util_50
10.608501141003217,4,5,28.75,util_50
10.629467667997233,4,5,28.75,util_50
10.650303991002147,4,5,28.75,util_50
10.671119413993438,4,5,28.75,util_50
